,name,brand_id,fs_id,address,address2,city,state,country,zip,phone,website,guide,id,lat,lng,created_at,updated_at,distance_km
568,Church's Chicken,513fbc1283aa2dc80c00002d,,1150 AIRPORT BLVD,,Austin,TX,US,78702,+15129261350,http://www.churchs.com/index.html,,781455,30.27400016784668,-97.697998046875,2017-06-26T21:52:42.000Z,2017-08-20T14:02:57.000Z,33.085888562829076
569,Subway,513fbc1283aa2dc80c000005,,"4410 E Riverside Dr #160, Austin",,Austin,Texas,US,78741,+15123892228,http://www.subway.com,"<p><b id=""docs-internal-guid-6dd52ca7-83bb-38fc-ff7e-f8009bd649c2""></b></p><p dir=""ltr""><span style=""color: #000000;background-color: #ffffff;"">Subway is a great place for a protein rich meal on the go. If you follow some of these tips you will satisfy your sandwich craving with a big nutritional punch!</span></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b>Pile on the veggies</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: #ffffff;"">Subway lets you add as many veggies as you want at no additional charge! This is a great way to add more nutrients to your sandwich.</span></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b>Go light on the spreads</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: #ffffff;"">Choose light mayo or skip mayo all together and save 50-100 calories. Add some zest with mustard or honey mustard instead.</span></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b>Choose sweets carefully</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: #ffffff;"">Choose apples or a yogurt parfait instead of cookies if you're looking for a sweet ending to your meal.</span></p>",792150,30.233999252319336,-97.72100067138672,2017-06-26T21:53:55.000Z,2017-12-02T22:10:56.000Z,33.15065993640841
570,Little Caesars Pizza,513fbc1283aa2dc80c000030,,"4410 East Riverside Drive #170, Austin",,Austin,Texas,US,78741,+15123893636,http://www.littlecaesars.com/,"<p dir=""ltr"" style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);""><span style=""color: rgb(0, 0, 0);background-color: transparent;""></span></p><p><b>Thin is In</b></p><p>Ditch the deep dish and go for the thinner regular or pretzel crust instead - you'll save up to 100 calories.</p><p><b>Veg Out</b><br/></p><p>Pass on the pepperoni and load up your pizza with veggies for an added crunch and nutritional boost!</p><p><b>Skip the Dip</b><br/></p><p>Just 1 container of Caesar's dipping sauces can set you back up to 380 calories. If you want to add a little kick to your slice, add calorie-free red pepper flakes or oregano.</p><p><span style=""color: rgb(0, 0, 0);background-color: transparent;""></span></p>",953635,30.233924865722656,-97.72119140625,2017-07-05T17:32:58.000Z,2017-12-02T22:10:56.000Z,33.16471026366157
571,Subway,513fbc1283aa2dc80c000005,,4410 E Riverside Dr,,Austin,TX,US,78741,+15123890355,http://www.subway.com,"<p><b id=""docs-internal-guid-6dd52ca7-83bb-38fc-ff7e-f8009bd649c2""></b></p><p dir=""ltr""><span style=""color: #000000;background-color: #ffffff;"">Subway is a great place for a protein rich meal on the go. If you follow some of these tips you will satisfy your sandwich craving with a big nutritional punch!</span></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b>Pile on the veggies</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: #ffffff;"">Subway lets you add as many veggies as you want at no additional charge! This is a great way to add more nutrients to your sandwich.</span></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b>Go light on the spreads</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: #ffffff;"">Choose light mayo or skip mayo all together and save 50-100 calories. Add some zest with mustard or honey mustard instead.</span></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b>Choose sweets carefully</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: #ffffff;"">Choose apples or a yogurt parfait instead of cookies if you're looking for a sweet ending to your meal.</span></p>",2396013,30.23375701904297,-97.7214126586914,2017-12-02T22:10:55.000Z,2017-12-02T22:10:55.000Z,33.177729323675216
572,McDonald's,513fbc1283aa2dc80c000053,,4501 E BEN WHITE BLVD,,Austin,TX,US,78741,+15129127511,http://www.mcdonalds.com,"<p><b id=""docs-internal-guid-c36d44f9-7dea-ff30-8f5a-456a59f6fca8""></b></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;""><b>Choose Chicken</b></span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;"">Lean, grilled chicken is the way to go at McDonald’s. Try it on a veggie-packed salad with a side of low fat dressing or opt for a grilled chicken sandwich or McWrap (hold the sauce) and pump up the produce with a side of Apple Slices or salad.</span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;""> </span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;""><b>Stick with Smaller</b></span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;"">If it’s gotta be a burger, stick with a slim 250-calorie Hamburger or 300-calorie Cheeseburger.  Try getting one as part of a Happy Meal (yes, adults can eat these too!). With about 500 calories per meal, you’ll treat your inner child without growing your waistline.   </span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;""> </span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;""><b>Breakfast</b></span></p><p><span style=""color: #222222;background-color: #ffffff;"">Start your day with an Egg White Delight McMuffin, Fruit ‘N Yogurt Parfait, or Fruit &amp; Maple Oatmeal. Each clocks in with less than 300 calories. Skip the Hash Browns and get a side of Apple Slices instead.</span></p>",843039,30.21430015563965,-97.72940063476562,2017-06-26T21:59:47.000Z,2017-08-20T14:18:03.000Z,33.186545329334145
573,Papa John's,513fbc1283aa2dc80c00000e,,7930 Thaxton Rd,,Austin,TX,US,78747,+15129757272,http://www.papajohns.com/,"<p><b id=""docs-internal-guid-f6f29d9e-670b-15e9-023e-ee3700263fe2""></b></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><i>Load up on veggies and keep it light on the meat</i></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Avoid fatty meats and go for veggie toppings instead. The more veggies the better, but if you want to include some meat on your next slice avoid high calories options like pepperoni and sausage and choose Canadian bacon or chicken instead.</span></p><p><br/></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><i>Stay thin</i></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">A thinner crust means fewer calories per slice.</span></p><p><br/></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><i>Light Cheese</i></span></p><p><span style=""color: #000000;background-color: transparent;"">Order your next pizza with light cheese - less calories but all the flavor!</span></p>",843918,30.157489776611328,-97.74451446533203,2017-06-26T21:59:53.000Z,2018-05-05T16:46:56.000Z,33.325058695211226
574,Papa John's,513fbc1283aa2dc80c00000e,576ef483cd1021b4e690bdd2,7930 Thaxton Rd Ste 400,,Austin,TX,US,78747,,http://www.papajohns.com/,"<p><b id=""docs-internal-guid-f6f29d9e-670b-15e9-023e-ee3700263fe2""></b></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><i>Load up on veggies and keep it light on the meat</i></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Avoid fatty meats and go for veggie toppings instead. The more veggies the better, but if you want to include some meat on your next slice avoid high calories options like pepperoni and sausage and choose Canadian bacon or chicken instead.</span></p><p><br/></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><i>Stay thin</i></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">A thinner crust means fewer calories per slice.</span></p><p><br/></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><i>Light Cheese</i></span></p><p><span style=""color: #000000;background-color: transparent;"">Order your next pizza with light cheese - less calories but all the flavor!</span></p>",2579708,30.157367706298828,-97.7446060180664,2019-04-19T00:03:53.000Z,2019-04-19T00:03:53.000Z,33.33236029825842
575,Domino's,513fbc1283aa2dc80c000003,,1192 AIRPORT BLVD,,Austin,TX,US,78702,+15129293300,http://www.dominos.com,"<div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);""><b>Pizza Crust</b></div><div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);"">When it comes to pizza crust, the thinner the better. On average, thin crust pizza at Domino's has 20% fewer calories than hand tossed. Pass on the even thicker pan crust.</div><div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);""><b>Toppings</b><br/></div><div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);"">Pile on those vegetables! Veggies on pizza is a great way to fill up without filling out. If adding protein, stick to the leaner options like chicken or ham and skip the fatty beef, pepperoni, sausage, and steak.</div><div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);""><b>Sides</b><br/></div><div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);"">Pair your pizza with a side salad instead of breadsticks or chicken wings, You'll save calories and add another dose of veggies to your meal.</div>",781457,30.27638816833496,-97.6999282836914,2017-06-26T21:52:42.000Z,2017-08-20T14:04:01.000Z,33.379400795066104
576,Taco Cabana,521b95434a56d006cae2976a,,"2507 East Riverside Drive, Austin",,Austin,Texas,US,78741,+15124622236,http://www.tacocabana.com/,,841441,30.23375701904297,-97.72425842285156,2017-06-26T21:59:37.000Z,2017-12-02T22:10:57.000Z,33.432601097903834
577,Church's Chicken,513fbc1283aa2dc80c00002d,,5309 NUCKOLS CROSSING RD,,Austin,TX,US,78744,+15124629560,http://www.churchs.com/index.html,,843552,30.19300079345703,-97.73899841308594,2017-06-26T21:59:51.000Z,2017-08-20T14:07:56.000Z,33.457977008520494
578,Wingstop,513fbc1283aa2dc80c00006d,,"2410 E Riverside Dr, Ste A1, Austin",,Austin,Texas,US,78741,+15128519464,http://www.wingstop.com/,,841290,30.235916137695312,-97.72370910644531,2017-06-26T21:59:35.000Z,2017-12-02T22:10:56.000Z,33.47077803172999
579,Perkins Restaurant And Bakery,521b95454a56d006cae29a2b,,2600 E CESAR CHAVEZ ST,,Austin,TX,US,78702,+15125848228,http://www.perkinsrestaurants.com/,,1863188,30.253896713256836,-97.71525573730469,2017-07-12T17:54:52.000Z,2017-08-20T14:17:45.000Z,33.51916388132946
580,Sonic,513fbc1283aa2dc80c000010,,2706 GONZALES ST,,Austin,TX,US,78702,+15124941935,http://www.sonicdrivein.com/,"<p><b id=""docs-internal-guid-c36d44f9-83b3-d5e2-4f6e-751171092864""></b></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b></b></span></p><p style=""color: rgb(85, 85, 85);background-color: rgb(255, 255, 255);""><span style=""color: rgb(0, 0, 0);background-color: transparent;""><b><b>Think small</b></b></span><br/></p><p dir=""ltr"" style=""color: rgb(85, 85, 85);background-color: rgb(255, 255, 255);""><span style=""color: rgb(0, 0, 0);background-color: transparent;"">When it comes to burgers, smaller is better. At Sonic, that means a Jr. Burger or Jr. Deluxe Cheeseburger. Got a hankering for a hot dog? S</span><span style=""color: rgb(0, 0, 0);"">kip the footlong and stick with a regular New York, All-American, or Chicago Dog.</span></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b>Go wacky</b></span><br/></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Keep a lid on calories by ordering a Wacky Pack kid's meal. Pair Chicken Strips, a Jr. Burger, Corn Dog, or Hot Dog with Apple Slices and 1% Milk, Orange Juice, or Apple Juice for a 500-calorie meal. </span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Trim chicken</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">With around 450 calories each, the Classic Grilled Chicken Sandwich and Grilled Chicken Wrap are great choices.</span></p>",789067,30.260997772216797,-97.71127319335938,2017-06-26T21:53:33.000Z,2017-08-20T14:05:57.000Z,33.52129801030945
581,Tropical Smoothie Cafe,513fbc1283aa2dc80c000170,,3401 WEBBERVILLE RD,,Austin,TX,US,78702,+15125183759,http://tropicalsmoothie.com/,,791180,30.268239974975586,-97.70694732666016,2017-06-26T21:53:48.000Z,2017-08-20T14:06:54.000Z,33.5248380628475
582,Sonic,513fbc1283aa2dc80c000010,,5109 E STASSNEY LN,,Austin,TX,US,78744,+15124417878,http://www.sonicdrivein.com/,"<p><b id=""docs-internal-guid-c36d44f9-83b3-d5e2-4f6e-751171092864""></b></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b></b></span></p><p style=""color: rgb(85, 85, 85);background-color: rgb(255, 255, 255);""><span style=""color: rgb(0, 0, 0);background-color: transparent;""><b><b>Think small</b></b></span><br/></p><p dir=""ltr"" style=""color: rgb(85, 85, 85);background-color: rgb(255, 255, 255);""><span style=""color: rgb(0, 0, 0);background-color: transparent;"">When it comes to burgers, smaller is better. At Sonic, that means a Jr. Burger or Jr. Deluxe Cheeseburger. Got a hankering for a hot dog? S</span><span style=""color: rgb(0, 0, 0);"">kip the footlong and stick with a regular New York, All-American, or Chicago Dog.</span></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b>Go wacky</b></span><br/></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Keep a lid on calories by ordering a Wacky Pack kid's meal. Pair Chicken Strips, a Jr. Burger, Corn Dog, or Hot Dog with Apple Slices and 1% Milk, Orange Juice, or Apple Juice for a 500-calorie meal. </span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Trim chicken</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">With around 450 calories each, the Classic Grilled Chicken Sandwich and Grilled Chicken Wrap are great choices.</span></p>",792255,30.193500518798828,-97.7396011352539,2017-06-26T21:53:56.000Z,2017-08-20T14:07:25.000Z,33.526929828863075
583,Gatti's Pizza,513fbc1283aa2dc80c0003ee,4bb2918235f0c9b6c57bbb83,2410 E Riverside Dr,,Austin,TX,US,78741,+15124592222,http://gattispizza.com,,2396014,30.237001419067383,-97.72489929199219,2017-12-02T22:10:55.000Z,2017-12-02T22:10:55.000Z,33.621516245351074
584,Jack in the Box,513fbc1283aa2dc80c000012,,8706 E US HIGHWAY 290,,Austin,TX,US,78724,+15129288969,http://www.jackinthebox.com,"<p><b id=""docs-internal-guid-c36d44f9-8c9a-d569-25bc-a1492f4dbf1c""></b></p><p><span style=""color: #000000;background-color: transparent;""><b>Think Green</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Cut calories and boost veggies by ordering a salad topped with grilled chicken. Choose from the classic Grilled Chicken Salad, Chicken Club Salad, or Southwest Chicken Salad. Use only half the dressing to keep calories at 500 or less.</span></p><p><b style=""color: rgb(0, 0, 0);background-color: transparent;"">Keep it Small</b><br/></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Skip the big burgers like the Buttery Jack and Jumbo Jack and try the 320-calorie Jr. Jack instead. Pair it with a Side Salad to punch up the produce.</span></p><p><span style=""color: rgb(0, 0, 0);background-color: transparent;""><b>Something Different</b></span><br/></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Branch out beyond the typical burger or chicken sandwich and try the Chicken Fajita Pita. With only 340 calories, it’s a bargain!</span></p><p><span style=""color: rgb(0, 0, 0);background-color: transparent;""><b>Better Breakfast</b></span><br/></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">If you’re looking for a lighter breakfast, try the 140-calorie Mini Pancakes (260 calories with syrup) or the 280-calorie Breakfast Jack. Hold the Hash Browns and pair your breakfast with the Apple Bites with Caramel Dip instead.</span></p>",796582,30.328458786010742,-97.65898895263672,2017-06-26T21:54:31.000Z,2017-08-20T14:09:09.000Z,33.630134119606915
585,Little Caesars Pizza,513fbc1283aa2dc80c000030,,2601 E 7TH ST STE 101,,Austin,TX,US,78702,+15124823100,http://www.littlecaesars.com/,"<p dir=""ltr"" style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);""><span style=""color: rgb(0, 0, 0);background-color: transparent;""></span></p><p><b>Thin is In</b></p><p>Ditch the deep dish and go for the thinner regular or pretzel crust instead - you'll save up to 100 calories.</p><p><b>Veg Out</b><br/></p><p>Pass on the pepperoni and load up your pizza with veggies for an added crunch and nutritional boost!</p><p><b>Skip the Dip</b><br/></p><p>Just 1 container of Caesar's dipping sauces can set you back up to 380 calories. If you want to add a little kick to your slice, add calorie-free red pepper flakes or oregano.</p><p><span style=""color: rgb(0, 0, 0);background-color: transparent;""></span></p>",951376,30.260517120361328,-97.71284484863281,2017-07-05T17:32:40.000Z,2017-08-20T14:05:56.000Z,33.63226261904142
586,Bill Miller Bar-B-Q,513fbc1283aa2dc80c00017b,,8700 E HIGHWAY 290,,Austin,TX,US,78724,+15129263502,http://www.billmillerbbq.com,,798904,30.32845687866211,-97.6590347290039,2017-06-26T21:54:52.000Z,2017-08-20T14:09:13.000Z,33.63324668794955
587,Dairy Queen,513fbc1283aa2dc80c000027,,"5900 Manor Road, Austin",,Austin,Texas,US,78723,+15129264412,http://www.dairyqueen.com/us-en/,"<p>Food items</p><p>Dairy Queen offers many items that let you trim the calories but not the flavor. Make a healthy meal by choosing the grilled chicken sandwich and pairing it with a side salad with vinaigrette dressing.  You also can't go wrong with the grilled chicken salad which has a satiating 26 grams of protein and only 160 calories. </p><p>Treats</p><p>Dairy Queen has many treat options that can fit into a healthy diet. The trick is to keep serving sizes small and limit extra toppings. Choose the small vanilla cone or the small strawberry sundae for only 240 calories each. The fudge bar is also a great option because it has only 50 calories, is fat free and has no added sugar. If the classic DQ Blizzard is more your style, stick with the mini size to limit the impact on your waistline but still make your tastebuds happy.</p>",793206,30.30699920654297,-97.68000030517578,2017-06-26T21:54:04.000Z,2018-08-30T10:49:54.000Z,33.66610469377752
588,Domino's,513fbc1283aa2dc80c000003,,2501 E 7TH ST #300,,Austin,TX,US,78702,+15124800826,http://www.dominos.com,"<div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);""><b>Pizza Crust</b></div><div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);"">When it comes to pizza crust, the thinner the better. On average, thin crust pizza at Domino's has 20% fewer calories than hand tossed. Pass on the even thicker pan crust.</div><div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);""><b>Toppings</b><br/></div><div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);"">Pile on those vegetables! Veggies on pizza is a great way to fill up without filling out. If adding protein, stick to the leaner options like chicken or ham and skip the fatty beef, pepperoni, sausage, and steak.</div><div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);""><b>Sides</b><br/></div><div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);"">Pair your pizza with a side salad instead of breadsticks or chicken wings, You'll save calories and add another dose of veggies to your meal.</div>",786319,30.260528564453125,-97.7136001586914,2017-06-26T21:53:13.000Z,2017-08-20T14:06:23.000Z,33.69774309241025
589,Taco Bell,513fbc1283aa2dc80c000020,,"2308 East Riverside Drive, Austin",,Austin,Texas,US,78741,+15124418821,https://www.tacobell.com/,"<p><b id=""docs-internal-guid-6dd52ca7-83cf-be83-281f-7497966debf3""></b></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Taco Bell allows for customization on most of their menu items so try these suggestions to make your next taco tastier and healthier.</span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><i>Fresco Menu</i></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Taco Bell offers 7 signature Fresco items that are big on flavor and are only 350 calories (or less!) and under 10 grams of fat. You can also order most items Fresco Style which can reduce the fat in your meal by up to 25%.</span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><i>More Veggies</i></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Add tomatoes, onions, peppers, lettuce, or salsa to your meal to boost veggie content. Taco Bell also has a wide selection of vegetarian selections to try. </span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><i>Up the flavor without the calories</i></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Instead of sour cream, cheese, or a creamy sauce, pour on one or more packets of Border Sauce to up the flavor without the guilt. Each packet is 0 calories and there are 4 varieties to try!</span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><i>Choose Small Drinks</i></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Keep sugary drinks, like soda, small. Save the larger cups for water or unsweetened tea.</span></p>",785886,30.2381591796875,-97.72532653808594,2017-06-26T21:53:10.000Z,2018-01-14T06:01:58.000Z,33.707339671323595
590,KFC,513fbc1283aa2dc80c00001e,4acf9113f964a52095d420e3,"2224 East Riverside Drive, Austin",,Austin,Texas,US,78741,+15123262133,http://www.kfc.com/,"<p><b id=""docs-internal-guid-6dd52ca7-8d05-e40f-e1d5-67bbcdf27be6""></b></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Go for the salad</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Get a taste of the chicken you love, with a generous helping of greens.</span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Slimmer sides</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Choose corn on the cob or green beans instead of mashed potatoes and gravy to boost your veggie intake and decrease the calorie content of your meal.</span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Go grilled</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Switch out some or all of your fried chicken order for grilled chicken to decrease fat and calories.</span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Drink smart</b></span></p><p><span style=""color: #000000;background-color: transparent;"">If you’re drinking a sugary beverage like soda, order a small to save calories.</span></p>",786887,30.238502502441406,-97.72547149658203,2017-06-26T21:53:18.000Z,2018-01-14T06:01:57.000Z,33.73448411284401
591,Wendy's,513fbc1283aa2dc80c00000f,4b27eee5f964a5208c8c24e3,2224 E Riverside Dr,,Austin,TX,US,78741,+15124250641,http://www.wendys.com,"<p><b id=""docs-internal-guid-c36d44f9-8334-36aa-151b-5d15c5c2d452""></b></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Stick with Jr. size</b></span></p><p dir=""ltr"">Getting a burger? Stick with a fewer-than-400-calories Jr. size.  If it's a Frosty you're fantasizing about,  a Jr. size will cost you about 200 calories. That ain't bad.</p><p><b style=""color: rgb(0, 0, 0);background-color: transparent;"">Choose grilled chicken</b><br/></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">For salads, sandwiches, and wraps, choose lean grilled chicken over fried. </span></p><p><b style=""color: rgb(0, 0, 0);"">Make a meal out of sides</b></p><p>Pair an order of Rich &amp; Meaty Chili or Baked Potato (hold the cheese) with a Garden Side Salad for a filling meal with around 500 calories.</p>",787302,30.238903045654297,-97.7253646850586,2017-06-26T21:53:21.000Z,2018-01-14T06:01:56.000Z,33.74159138323976
592,Denny's,513fbc1283aa2dc80c000017,,1601 N IH 35,,Austin,TX,US,78702,+15124998700,http://www.dennys.com/,"<p><b id=""docs-internal-guid-8f51d79d-67dc-7689-8fd7-afd65c3986fb""></b></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>A smarter slam</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">If you’re a fan of the Grand Slam, try the the 390-calorie Fit Slam instead. This slimmer slam comes with egg whites, turkey bacon, fruit, and an English muffin.</span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Honorable omelette</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">The Loaded Veggie (egg white) Omelette is packed with fresh spinach, mushrooms, squash, tomatoes, and swiss cheese all for just 490 calories. Get your omelette on!</span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Slim salad</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Dining for lunch or dinner? Try the Cranberry Apple Chicken Salad for just 360 calories. </span></p>",783796,30.260000228881836,-97.71451568603516,2017-06-26T21:52:57.000Z,2017-08-20T14:04:17.000Z,33.750371240037985
593,Wendy's,513fbc1283aa2dc80c00000f,,"2224 East Riverside Drive, Austin",,Austin,Texas,US,78741,+15125963192,http://www.wendys.com,"<p><b id=""docs-internal-guid-c36d44f9-8334-36aa-151b-5d15c5c2d452""></b></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Stick with Jr. size</b></span></p><p dir=""ltr"">Getting a burger? Stick with a fewer-than-400-calories Jr. size.  If it's a Frosty you're fantasizing about,  a Jr. size will cost you about 200 calories. That ain't bad.</p><p><b style=""color: rgb(0, 0, 0);background-color: transparent;"">Choose grilled chicken</b><br/></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">For salads, sandwiches, and wraps, choose lean grilled chicken over fried. </span></p><p><b style=""color: rgb(0, 0, 0);"">Make a meal out of sides</b></p><p>Pair an order of Rich &amp; Meaty Chili or Baked Potato (hold the cheese) with a Garden Side Salad for a filling meal with around 500 calories.</p>",2405041,30.23885154724121,-97.72550964355469,2018-01-14T06:01:57.000Z,2018-01-14T06:01:57.000Z,33.75236973781613
594,McDonald's,513fbc1283aa2dc80c000053,4b899ca7f964a5201a4632e3,8500 E Highway 290,,Austin,TX,US,78724,,http://www.mcdonalds.com,"<p><b id=""docs-internal-guid-c36d44f9-7dea-ff30-8f5a-456a59f6fca8""></b></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;""><b>Choose Chicken</b></span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;"">Lean, grilled chicken is the way to go at McDonald’s. Try it on a veggie-packed salad with a side of low fat dressing or opt for a grilled chicken sandwich or McWrap (hold the sauce) and pump up the produce with a side of Apple Slices or salad.</span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;""> </span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;""><b>Stick with Smaller</b></span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;"">If it’s gotta be a burger, stick with a slim 250-calorie Hamburger or 300-calorie Cheeseburger.  Try getting one as part of a Happy Meal (yes, adults can eat these too!). With about 500 calories per meal, you’ll treat your inner child without growing your waistline.   </span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;""> </span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;""><b>Breakfast</b></span></p><p><span style=""color: #222222;background-color: #ffffff;"">Start your day with an Egg White Delight McMuffin, Fruit ‘N Yogurt Parfait, or Fruit &amp; Maple Oatmeal. Each clocks in with less than 300 calories. Skip the Hash Browns and get a side of Apple Slices instead.</span></p>",2601799,30.329097747802734,-97.66063690185547,2019-12-22T20:19:53.000Z,2019-12-22T20:19:54.000Z,33.79506178545856
